indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,region,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
2024-04,3110,30-70830286-0,G.N.C. GESELL SRL,AV. INTERMEDANOS 77,PINAMAR,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1069.0,2024-04-22 09:39:00,28,PUMA,-37.1077,-56.87666,"{""type"":""Point"",""coordinates"":[-56.87666,-37.1077]}"
2024-03,1396,30-70863366-2,PETROEX S.A.,COLOMBIA 440 Y PELLEGRINI,TRELEW,CHUBUT,PATAGONIA,3,Nafta (premium) de más de 95 Ron,2,Diurno,974.0,2024-03-31 21:54:00,1,BLANCA,-43.249086,-65.314583,"{""type"":""Point"",""coordinates"":[-65.314583,-43.249086]}"
2024-08,2975,30-55602114-3,SCOLARI HNOS. S.H.,AV.O HIGGINS 6671,CORDOBA,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1104.0,2024-08-05 18:38:00,26,AXION,-31.49243,-64.16868,"{""type"":""Point"",""coordinates"":[-64.16868,-31.49243]}"
2024-11,9488,30-71532305-9,MILENIA ENERGIA SA,AV PAYSANDU ESQ CRUZ DEL SUR 2202,CORRIENTES,CORRIENTES,,19,Gas Oil Grado 2,3,Nocturno,1288.0,2024-11-19 15:20:00,26,AXION,-27.49957,-58.825571,"{""type"":""Point"",""coordinates"":[-58.825571,-27.49957]}"
2024-10,10526,30-71729822-1,ENERVIL SAS,SARMIENTO 528,VILLA CARLOS PAZ,CORDOBA,,21,Gas Oil Grado 3,2,Diurno,1369.0,2024-10-17 14:25:00,29,GULF,-31.41455,-64.50346,"{""type"":""Point"",""coordinates"":[-64.50346,-31.41455]}"
2024-04,9902,30-70716230-5,MULTILUB SRL,RUTA NAC. 34 Y RUTA NAC. 66,LOS LAPACHOS,JUJUY,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1127.0,2024-04-04 13:34:00,8,REFINOR,-24.47932,-65.04057,"{""type"":""Point"",""coordinates"":[-65.04057,-24.47932]}"
2024-06,10054,30-71088189-4,GYG SOCIEDAD ANONIMA,AV. PIRAGINE Y RUTA NAC 12,EMPEDRADO,CORRIENTES,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1080.0,2024-06-01 09:47:00,1,BLANCA,-27.943868,-58.791877,"{""type"":""Point"",""coordinates"":[-58.791877,-27.943868]}"
2024-12,3495,30-54958171-0,ROGELIO CLAVERO E HIJOS (S.H),AV. JOSE IGNACIO DE LA ROZA Y P.A DE SARMIENTO,SAN JUAN,SAN JUAN,CUYO,6,GNC,3,Nocturno,593.0,2024-12-16 19:06:00,26,AXION,-31.537998,-68.551518,"{""type"":""Point"",""coordinates"":[-68.551518,-31.537998]}"
2024-03,2974,30-70728140-1,CASTAÑO RADZIUSZ S.A.,AV. MONTEVERDE 1327,ADROGUE,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,399.0,2024-03-22 12:31:00,4,SHELL C.A.P.S.A.,-34.817422,-58.430537,"{""type"":""Point"",""coordinates"":[-58.430537,-34.817422]}"
2024-04,7980,20-22663071-7,RAMON AGUSTIN ORTIZ,RUTA 5 KM 26,SAN LUIS DEL PALMAR,CORRIENTES,NEA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1201.0,2024-04-02 08:47:00,26,AXION,-27.51579,-58.56514,"{""type"":""Point"",""coordinates"":[-58.56514,-27.51579]}"
2024-08,4117,30-51863098-5,JOSÉ URBANO E HIJOS S.R.L,ALBERTI 5809,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1205.0,2024-08-01 15:00:00,6,DAPSA S.A.,-37.99003,-57.58519,"{""type"":""Point"",""coordinates"":[-57.58519,-37.99003]}"
2024-10,9475,30-71113377-8,BENZIN S.R.L.,AV. BERNARDO O´HIGGINS 5375,CORDOBA,CORDOBA,,6,GNC,3,Nocturno,649.0,2024-10-05 17:29:00,26,AXION,-31.474566,-64.168404,"{""type"":""Point"",""coordinates"":[-64.168404,-31.474566]}"
2024-12,6887,30-66628536-7,LANZONI FERNANDO A. Y ROSSI NICOLAS M. S.DE H.,"MANCHI Y MALVINAS ARG. RUTA 7 KM 101,8",SAN ANDRES DE GILES,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1482.0,2024-12-12 13:10:00,26,AXION,-34.45479,-59.43863,"{""type"":""Point"",""coordinates"":[-59.43863,-34.45479]}"
2024-11,10527,30-71596177-2,SERVCIOS DEL CRUCE SRL,RIO LUJAM 778 (ESQ. SAN ANTONIO DE ARECO),LOS CARDALES,BUENOS AIRES,,19,Gas Oil Grado 2,2,Diurno,1137.0,2024-11-01 00:00:00,29,GULF,-34.318365,-58.987519,"{""type"":""Point"",""coordinates"":[-58.987519,-34.318365]}"
2024-11,6920,30-71022854-6,PEDEMONTE SRL,AZCUÉNAGA 745,LUJAN DE CUYO,MENDOZA,CUYO,6,GNC,2,Diurno,549.9,2024-11-06 06:00:00,2,YPF,-33.0367,-68.86836,"{""type"":""Point"",""coordinates"":[-68.86836,-33.0367]}"
2024-10,5253,30-67265549-4,MICHELANGELO S.A.,Ruta Nacional 237 km 1444,PIEDRA DEL AGUILA,NEUQUEN,PATAGONIA,21,Gas Oil Grado 3,3,Nocturno,1409.0,2024-10-09 14:27:00,28,PUMA,-40.052771,-70.080911,"{""type"":""Point"",""coordinates"":[-70.080911,-40.052771]}"
2024-02,8783,30-71471126-8,ESQUINA KAIKEN S.A.,ACC.GRAL PINTO Y PADRE MARTINET,GRAL. PINTO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,868.0,2024-02-01 19:50:00,1,BLANCA,-34.79318,-61.89187,"{""type"":""Point"",""coordinates"":[-61.89187,-34.79318]}"
2024-05,7862,30-52571862-6,AGRICULTORES FEDERADOS ARGENTINOS S.C.L.,Ruta Prov. Nro 17S y Calle Nro 2 KM 754,Coronel Arnold,SANTA FE,CENTRO,19,Gas Oil Grado 2,2,Diurno,949.0,2024-05-02 17:04:00,1,BLANCA,-33.102884,-60.966188,"{""type"":""Point"",""coordinates"":[-60.966188,-33.102884]}"
2024-11,10527,30-71596177-2,SERVCIOS DEL CRUCE SRL,RIO LUJAM 778 (ESQ. SAN ANTONIO DE ARECO),LOS CARDALES,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,1379.0,2024-11-01 00:00:00,29,GULF,-34.318365,-58.987519,"{""type"":""Point"",""coordinates"":[-58.987519,-34.318365]}"
2024-09,7612,27-14944256-7,AMBROSETTTO SANDRA RAQUEL,Ruta 251 Km 119,GRAL. CONESA,RIO NEGRO,PATAGONIA,21,Gas Oil Grado 3,3,Nocturno,1421.0,2024-09-02 10:11:00,26,AXION,-40.10394,-64.47351,"{""type"":""Point"",""coordinates"":[-64.47351,-40.10394]}"
2024-11,8721,30-68449078-4,LA COLONIA S.A.,Ruta Prov. N° 7 Mza. A1 Lote 1 Parque Industrial Nuevo,AÑELO,NEUQUEN,PATAGONIA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1195.0,2024-11-01 16:19:00,4,SHELL C.A.P.S.A.,-38.342756,-68.803997,"{""type"":""Point"",""coordinates"":[-68.803997,-38.342756]}"
2024-08,6821,30-70898536-4,PETRO OESTE GNC SRL,AV RIVADAVIA 12300,CIUDADELA,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,439.0,2024-08-10 14:00:00,2,YPF,-34.64011,-58.5371,"{""type"":""Point"",""coordinates"":[-58.5371,-34.64011]}"
2024-03,6191,20-22562563-9,SENA HUMBERTO FABRICIO,AV 11 DE SETIEMBRE 2910,CORDOBA,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1109.0,2024-03-04 17:24:00,1,BLANCA,-31.4455575678327,-64.1486483205168,"{""type"":""Point"",""coordinates"":[-64.1486483205168,-31.4455575678327]}"
2024-06,8385,30-68737317-7,EL PIAVE SA,AV. MARIJENA N° 24,PALPALA,JUJUY,NOA,6,GNC,2,Diurno,610.0,2024-06-24 12:26:00,1,BLANCA,-24.252132,-65.206027,"{""type"":""Point"",""coordinates"":[-65.206027,-24.252132]}"
2024-03,4081,20-23090379-5,BOSSIO JOAQUIN CRISTIAN,CALLE 137 Y 38,LA PLATA,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,389.9,2024-03-06 15:37:00,2,YPF,-34.9341,-57.992973,"{""type"":""Point"",""coordinates"":[-57.992973,-34.9341]}"
2024-07,11031,33-71805928-9,BALCARCE COMBUSTIBLES SRL,Av. G. Chaves Nº 249 esq. 3,BALCARCE,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1307.0,2024-07-01 12:07:00,2,YPF,-37.841179,-58.248416,"{""type"":""Point"",""coordinates"":[-58.248416,-37.841179]}"
2024-04,6109,30-70780502-8,CENTRO INTEGRAL GNC S.A.,PTE. PERON 925,SAN NICOLAS,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,549.99,2024-04-29 10:45:00,1,BLANCA,-33.345325,-60.231569,"{""type"":""Point"",""coordinates"":[-60.231569,-33.345325]}"
2024-12,10361,33-67067954-9,OASIS  MARGEN SUR,MIRKO MILOSEVIC 38,RIO GRANDE,TIERRA DEL FUEGO,,19,Gas Oil Grado 2,3,Nocturno,1055.0,2024-12-01 10:58:00,26,AXION,-53.808584,-67.685041,"{""type"":""Point"",""coordinates"":[-67.685041,-53.808584]}"
2024-09,5093,30-66693415-2,SANNA LEONARDO Y GERARDO,AC. CENTENARIO ACCESO A ASCENSIÓN,ASCENSION,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1307.0,2024-09-01 20:08:00,1,BLANCA,-34.24388,-61.09029,"{""type"":""Point"",""coordinates"":[-61.09029,-34.24388]}"
2024-03,1396,30-70863366-2,PETROEX S.A.,COLOMBIA 440 Y PELLEGRINI,TRELEW,CHUBUT,PATAGONIA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,785.0,2024-03-31 21:54:00,1,BLANCA,-43.249086,-65.314583,"{""type"":""Point"",""coordinates"":[-65.314583,-43.249086]}"
2024-05,1634,30-69830916-0,MARAPE SA,AVENIDA IRIONDO 2981,SAN JUSTO,SANTA FE,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1257.0,2024-05-03 09:28:00,28,PUMA,-30.79614,-60.59402,"{""type"":""Point"",""coordinates"":[-60.59402,-30.79614]}"
2024-04,6316,20-06626840-4,TRIULZI ABEL BASILIO NARCISO,AV SABATTINI E ING. PIZARRO,RIO CUARTO,CORDOBA,CENTRO,19,Gas Oil Grado 2,3,Nocturno,1029.0,2024-04-02 10:00:00,6,DAPSA S.A.,-33.15008,-64.35806,"{""type"":""Point"",""coordinates"":[-64.35806,-33.15008]}"
2024-07,10838,30-64708229-3,CHARATA SRL,SAN MARTIN 1171,COLON,ENTRE RIOS,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1099.0,2024-07-01 12:25:00,4,SHELL C.A.P.S.A.,-32.231458,-58.154244,"{""type"":""Point"",""coordinates"":[-58.154244,-32.231458]}"
2024-07,10838,30-64708229-3,CHARATA SRL,SAN MARTIN 1171,COLON,ENTRE RIOS,,19,Gas Oil Grado 2,2,Diurno,1145.0,2024-07-01 12:21:00,4,SHELL C.A.P.S.A.,-32.231458,-58.154244,"{""type"":""Point"",""coordinates"":[-58.154244,-32.231458]}"
2024-02,8783,30-71471126-8,ESQUINA KAIKEN S.A.,ACC.GRAL PINTO Y PADRE MARTINET,GRAL. PINTO,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,899.0,2024-02-01 19:50:00,1,BLANCA,-34.79318,-61.89187,"{""type"":""Point"",""coordinates"":[-61.89187,-34.79318]}"
2024-12,8564,30-71122574-5,TOTALGNC SRL,Cno. Centenario 785,VILLA ELISA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1190.0,2024-12-26 15:48:00,26,AXION,-34.855344,-58.074867,"{""type"":""Point"",""coordinates"":[-58.074867,-34.855344]}"
2024-06,4983,30-52571862-6,AGRICULTORES FEDERADOS ARGENTINOS,13 DE JUNIO 586,CAÑADA RICA,SANTA FE,CENTRO,19,Gas Oil Grado 2,3,Nocturno,999.0,2024-06-08 08:58:00,1,BLANCA,-33.51851,-60.61109,"{""type"":""Point"",""coordinates"":[-60.61109,-33.51851]}"
2024-04,5980,30-70830286-0,G.N.C. GESELL SRL,BOULEVARD S. GESELL 1090,VILLA GESELL,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1012.0,2024-04-22 09:47:00,28,PUMA,-37.2582,-56.98248,"{""type"":""Point"",""coordinates"":[-56.98248,-37.2582]}"
2024-03,7546,30-70728140-1,CASTAÑO RADZIUSZ SA,AV EVA PERON 4423,TEMPERLEY,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,399.0,2024-03-22 12:34:00,4,SHELL C.A.P.S.A.,-34.753948,-58.346005,"{""type"":""Point"",""coordinates"":[-58.346005,-34.753948]}"
2024-07,1810,30-52591284-8,SERVICENTRO CARASA,SAN MARTIN 3502,ROSARIO,SANTA FE,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1363.0,2024-07-06 20:49:00,26,AXION,-32.978438,-60.644465,"{""type"":""Point"",""coordinates"":[-60.644465,-32.978438]}"
2024-12,9218,30-70753196-3,YAPAI INTENDENTE ALVEAR,RUTA PROVINCIAL Y Y ACCESO FORTIN ALSINA,INTENDENTE ALVEAR,LA PAMPA,,19,Gas Oil Grado 2,3,Nocturno,1262.0,2024-12-13 18:19:00,1,BLANCA,-35.233288,-63.606735,"{""type"":""Point"",""coordinates"":[-63.606735,-35.233288]}"
2024-11,10595,30-68449078-4,LA COLONIA S.A.,BUENOS AIRES SUR Nº 50,PLOTTIER,NEUQUEN,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1193.0,2024-11-01 16:19:00,4,SHELL C.A.P.S.A.,-38.957295,-68.227399,"{""type"":""Point"",""coordinates"":[-68.227399,-38.957295]}"
2024-04,9732,33-71065684-9,PETRANOR SRL,Bicentenario de la Batalla de Salta N°522,SALTA,SALTA,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,934.0,2024-04-02 07:00:00,8,REFINOR,-24.78402,-65.40272,"{""type"":""Point"",""coordinates"":[-65.40272,-24.78402]}"
2024-03,7041,30-70933092-2,LIEBANA SRL,AV ROCA 2251,MORENO,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,399.0,2024-03-05 10:03:00,2,YPF,-34.602223,-58.724553,"{""type"":""Point"",""coordinates"":[-58.724553,-34.602223]}"
2024-08,1647,33-65464955-9,PAMPACERS.A.,2 DE MARZO 1137,REALICO,LA PAMPA,PATAGONIA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1088.0,2024-08-01 00:01:00,1,BLANCA,-35.03743,-64.2511,"{""type"":""Point"",""coordinates"":[-64.2511,-35.03743]}"
2024-10,2054,30-68498803-0,NUEVOS EMPRENDIMIENTOS S.R.L.,AV. EVA PERON 4350,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1367.0,2024-10-23 11:22:00,26,AXION,-34.653138,-58.473356,"{""type"":""Point"",""coordinates"":[-58.473356,-34.653138]}"
2024-08,7757,30-71021785-4,COMBUSTIBLE 2000 S.A,Daigonal Buchard 3791,CASEROS,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,479.7,2024-08-03 17:00:00,1,BLANCA,-34.610161,-58.548479,"{""type"":""Point"",""coordinates"":[-58.548479,-34.610161]}"
2024-06,6339,20-07969628-6,PAVONE LUIS ANGEL,AV. FUERZA AEREA 3735,CORDOBA,CORDOBA,CENTRO,6,GNC,3,Nocturno,539.0,2024-06-25 13:59:00,28,PUMA,-31.43233,-64.23708,"{""type"":""Point"",""coordinates"":[-64.23708,-31.43233]}"
2024-12,9475,30-71113377-8,BENZIN S.R.L.,AV. BERNARDO O´HIGGINS 5375,CORDOBA,CORDOBA,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1453.0,2024-12-02 19:36:00,26,AXION,-31.474566,-64.168404,"{""type"":""Point"",""coordinates"":[-64.168404,-31.474566]}"
2024-10,9956,30-71522702-5,RODONES Y AGNELLO SRL,BARTOLOME MITRE 1844 Y AV. FILIPPINI,VILLA GOBERNADOR GALVEZ,SANTA FE,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1146.0,2024-10-16 09:47:00,29,GULF,-33.024506,-60.63739,"{""type"":""Point"",""coordinates"":[-60.63739,-33.024506]}"
2024-12,7066,30-71017936-7,RAGASA GNC S.R.L,EX.RUTA 7 KM 48.500,GRAL. RODRIGUEZ,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,599.0,2024-12-20 13:13:00,1,BLANCA,-34.618152,-58.91114,"{""type"":""Point"",""coordinates"":[-58.91114,-34.618152]}"
2024-11,7859,30-71119491-2,CARLOS A. BIGATTI Y JORGE D. BIGATTI S.H.,AV. SAN MARTIN 707,GDOR. MANSILLA,ENTRE RIOS,CENTRO,19,Gas Oil Grado 2,3,Nocturno,1222.0,2024-11-30 23:34:00,1,BLANCA,-32.54654,-59.35295,"{""type"":""Point"",""coordinates"":[-59.35295,-32.54654]}"
2024-04,1983,20-06626840-4,TRIULZI ABEL BASILIO NARCISO,"RUTA A005 - KM. 8,6",RIO CUARTO,CORDOBA,CENTRO,19,Gas Oil Grado 2,3,Nocturno,1029.0,2024-04-09 06:00:00,28,PUMA,-33.094232,-64.36238,"{""type"":""Point"",""coordinates"":[-64.36238,-33.094232]}"
2024-06,7715,30-68737317-7,EL PIAVE SA,HIPOLITO YRIGOYEN 490,SAN SALVADOR DE JUJUY,JUJUY,NOA,6,GNC,2,Diurno,619.0,2024-06-24 12:28:00,1,BLANCA,-24.190489,-65.295937,"{""type"":""Point"",""coordinates"":[-65.295937,-24.190489]}"
2024-07,257,20-11932739-4,"OLIVA, JORGE CARLOS",Maipú y Malvinas 0,CANALS,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1349.0,2024-07-03 13:44:00,1,BLANCA,-33.559373,-62.875148,"{""type"":""Point"",""coordinates"":[-62.875148,-33.559373]}"
2024-09,3805,30-66483540-8,OSCAR EMILIO BARRAZA S.R.L.,LAS HERAS 525,GRAL. LA MADRID,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1431.0,2024-09-03 18:31:00,26,AXION,-37.24601,-61.263834,"{""type"":""Point"",""coordinates"":[-61.263834,-37.24601]}"
2024-04,6057,20-16085803-7,ECHANDI LUIS EDUARDO,RUTA 11 Y AV. MITRE,GRAL. LAVALLE,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1067.0,2024-04-02 20:57:00,26,AXION,-36.42993,-56.91639,"{""type"":""Point"",""coordinates"":[-56.91639,-36.42993]}"
2024-04,9489,33-71608810-9,MV COMBUSTIBLES SAS,AVDA FACUNDO ZUVIRIA 5198,SANTA FE,SANTA FE,,6,GNC,2,Diurno,540.0,2024-04-04 14:00:00,2,YPF,-31.618898,-60.705173,"{""type"":""Point"",""coordinates"":[-60.705173,-31.618898]}"
2024-11,8377,30-71306390-4,ESTACION DE SERVICIOS BONANNO S.A.,San Martin 800,LUJAN DE CUYO,MENDOZA,CUYO,6,GNC,3,Nocturno,549.9,2024-11-01 10:53:00,4,SHELL C.A.P.S.A.,-33.033237,-68.878061,"{""type"":""Point"",""coordinates"":[-68.878061,-33.033237]}"
2024-07,7040,30-70993470-4,DSB ASOCIADOS SRL,J. A. Roca y Gendarmería Nacional,MAGDALENA,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1080.0,2024-07-08 14:34:00,4,SHELL C.A.P.S.A.,-35.07403,-57.52765,"{""type"":""Point"",""coordinates"":[-57.52765,-35.07403]}"
2024-04,7117,20-08293079-6,ESTACION DE SERVICIO GENERAL PEDERNERA,LAVALLE 302 E YRIGOYEN,VILLA MERCEDES,SAN LUIS,CUYO,21,Gas Oil Grado 3,2,Diurno,1204.0,2024-04-05 07:55:00,1,BLANCA,-33.68742,-65.46529,"{""type"":""Point"",""coordinates"":[-65.46529,-33.68742]}"
2024-07,3369,33-54045192-9,ANA MARIA FARRONI DE GIARDINA E HIJA,AV. DE MAYO 2690,SAN JUSTO,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1110.0,2024-07-01 13:32:00,4,SHELL C.A.P.S.A.,-34.66875,-58.56077,"{""type"":""Point"",""coordinates"":[-58.56077,-34.66875]}"
2024-09,7284,30-71088570-9,EL PALMERAL S.R.L.,RUTA DE LA TRADICION 8474,9 DE ABRIL,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1349.0,2024-09-02 08:32:00,1,BLANCA,-34.73622,-58.49979,"{""type"":""Point"",""coordinates"":[-58.49979,-34.73622]}"
2024-04,6316,20-06626840-4,TRIULZI ABEL BASILIO NARCISO,AV SABATTINI E ING. PIZARRO,RIO CUARTO,CORDOBA,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1197.0,2024-04-02 10:00:00,6,DAPSA S.A.,-33.15008,-64.35806,"{""type"":""Point"",""coordinates"":[-64.35806,-33.15008]}"
2024-07,7337,30-65289644-4,EL PRACTICO S.A.,Avda. Velez Sarfield 4253,CORDOBA,CORDOBA,CENTRO,6,GNC,2,Diurno,599.0,2024-07-15 12:53:00,1,BLANCA,-31.460239,-64.20119,"{""type"":""Point"",""coordinates"":[-64.20119,-31.460239]}"
2024-11,867,30-56392340-3,CIA HNOS SRL,HIPOLITO YRIGOYEN 2550,SAN RAFAEL,MENDOZA,CUYO,6,GNC,3,Nocturno,668.5,2024-11-08 00:00:00,2,YPF,-34.6054,-68.36086,"{""type"":""Point"",""coordinates"":[-68.36086,-34.6054]}"
2024-04,6316,20-06626840-4,TRIULZI ABEL BASILIO NARCISO,AV SABATTINI E ING. PIZARRO,RIO CUARTO,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1161.0,2024-04-02 10:00:00,6,DAPSA S.A.,-33.15008,-64.35806,"{""type"":""Point"",""coordinates"":[-64.35806,-33.15008]}"
2024-11,6172,30-68449078-4,LA COLONIA S.A.,BELGRANO Y LAS HERAS,NEUQUEN,NEUQUEN,PATAGONIA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1193.0,2024-11-01 16:04:00,4,SHELL C.A.P.S.A.,-38.950873,-68.074734,"{""type"":""Point"",""coordinates"":[-68.074734,-38.950873]}"
2024-03,6829,20-22562563-9,SENA HUMBERTO FABRICIO,AV BODEREAU 9185,CORDOBA,CORDOBA,CENTRO,6,GNC,3,Nocturno,499.0,2024-03-04 17:26:00,1,BLANCA,-31.316479,-64.288492,"{""type"":""Point"",""coordinates"":[-64.288492,-31.316479]}"
2024-11,867,30-56392340-3,CIA HNOS SRL,HIPOLITO YRIGOYEN 2550,SAN RAFAEL,MENDOZA,CUYO,6,GNC,2,Diurno,668.5,2024-11-08 00:00:00,2,YPF,-34.6054,-68.36086,"{""type"":""Point"",""coordinates"":[-68.36086,-34.6054]}"
2024-03,6461,30-70938950-1,PETROESTE HERMANOS DE YANINA ESTIVILL Y LUIS EDUARDO ESTIVILL S.H.,ALEM 1,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1063.0,2024-03-05 13:02:00,28,PUMA,-38.714507,-62.260063,"{""type"":""Point"",""coordinates"":[-62.260063,-38.714507]}"
2024-11,7982,30-68449078-4,LA COLONIA SA,Antartida Argentina 2970,NEUQUEN,NEUQUEN,PATAGONIA,19,Gas Oil Grado 2,3,Nocturno,1228.0,2024-11-01 16:04:00,4,SHELL C.A.P.S.A.,-38.947275,-68.100533,"{""type"":""Point"",""coordinates"":[-68.100533,-38.947275]}"
2024-09,1531,30-59051417-5,GABISERV SA,INOCENCIO ARIAS 3199,CASTELAR,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1384.0,2024-09-05 08:45:00,26,AXION,-34.64919,-58.65322,"{""type"":""Point"",""coordinates"":[-58.65322,-34.64919]}"
2024-01,2531,30-66019871-3,SEFER SA,AV. DEL BARCO CENTENERA 3182,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,700.0,2024-01-04 14:07:00,1,BLANCA,-34.652593,-58.421614,"{""type"":""Point"",""coordinates"":[-58.421614,-34.652593]}"
2024-01,2531,30-66019871-3,SEFER SA,AV. DEL BARCO CENTENERA 3182,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,736.0,2024-01-04 14:04:00,1,BLANCA,-34.652593,-58.421614,"{""type"":""Point"",""coordinates"":[-58.421614,-34.652593]}"
2024-12,6227,30-70860587-1,RIDWAY S.A.,ARTURO ILLIA 697,MORON,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1177.0,2024-12-02 15:54:00,1,BLANCA,-34.629488,-58.571501,"{""type"":""Point"",""coordinates"":[-58.571501,-34.629488]}"
2024-09,7332,30-71018593-6,RAFITA SA,TARIGO 1109,ROQUE PEREZ,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1523.0,2024-09-01 10:17:00,26,AXION,-35.402582,-59.335465,"{""type"":""Point"",""coordinates"":[-59.335465,-35.402582]}"
2024-11,7469,30-71112835-9,RUTA 24 Y 25 SRL,RUTA 24 Y RUTA 25,MORENO,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,599.0,2024-11-14 09:00:00,1,BLANCA,-34.56824,-58.84927,"{""type"":""Point"",""coordinates"":[-58.84927,-34.56824]}"
2024-05,3163,20-10092760-9,DÍAZ CARLOS ALBERTO,Av San Martin 7861,LA REJA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,975.0,2024-05-11 15:59:00,30,VOY,-34.630746,-58.856544,"{""type"":""Point"",""coordinates"":[-58.856544,-34.630746]}"
2024-12,10889,30-70788022-4,MANESA S.A.,LAS FLORES 1306,AVELLANEDA,BUENOS AIRES,,6,GNC,3,Nocturno,496.9,2024-12-02 13:58:00,1,BLANCA,-34.692806,-58.305109,"{""type"":""Point"",""coordinates"":[-58.305109,-34.692806]}"
2024-09,7576,30-68736482-8,ANDINA S.A,AVDA ALTE BROWN 1903,SAN SALVADOR DE JUJUY,JUJUY,NOA,6,GNC,2,Diurno,699.0,2024-09-02 14:22:00,1,BLANCA,-24.209916,-65.280346,"{""type"":""Point"",""coordinates"":[-65.280346,-24.209916]}"
2024-12,6550,30-69735464-2,CUMELCAN S.R.L.,AV.MITRE ESQ. BARRAGAN,LOBERIA,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,779.0,2024-12-31 14:33:00,28,PUMA,-38.159464,-58.788851,"{""type"":""Point"",""coordinates"":[-58.788851,-38.159464]}"
2024-07,2967,27-03419318-0,ROSARIO ELENA SICA,CHILE 702,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1106.0,2024-07-01 10:43:00,1,BLANCA,-34.616298,-58.37617,"{""type"":""Point"",""coordinates"":[-58.37617,-34.616298]}"
